gene1	gene2
SL010519	SL000344
SL001896	SL000344
SL016567	SL000344
SL010488	SL000344
SL007295	SL000344
SL007250	SL010371
SL010376	SL010371
SL018625	SL010371
SL007752	SL010371
SL013570	SL010371
SL011508	SL010371
SL007871	SL010371
SL014470	SL010371
SL003690	SL010371
SL005209	SL000358
SL010463	SL010372
SL006892	SL010372
SL005258	SL010372
SL009629	SL010372
SL000517	SL010372
SL004349	SL010372
SL007024	SL010372
SL010461	SL000658
SL010463	SL000658
SL000104	SL000658
SL000408	SL000658
SL000089	SL000658
SL004864	SL000658
SL000645	SL000658
SL000517	SL000658
SL004349	SL000658
SL007024	SL000658
SL005102	SL012783
SL000587	SL002695
SL010521	SL008759
SL004869	SL008759
SL008122	SL008759
SL000542	SL008759
SL006913	SL008759
SL004823	SL008759
SL005679	SL008759
SL000560	SL008759
SL012188	SL008759
SL005588	SL008759
SL006268	SL008759
SL013488	SL008759
SL006998	SL008759
SL006460	SL008759
SL005221	SL008759
SL014469	SL008759
SL004648	SL008759
SL004298	SL000678
SL000124	SL008639
SL000158	SL003916
SL007250	SL003916
SL017614	SL003916
SL007560	SL003916
SL010490	SL003916
SL004636	SL003916
SL001797	SL003916
SL003919	SL003916
SL004908	SL003916
SL010519	SL003916
SL004253	SL003916
SL005361	SL003916
SL007295	SL003916
SL000142	SL003918
SL000064	SL003863
SL000104	SL010393
SL005630	SL010393
SL008157	SL010393
SL000674	SL010393
SL004334	SL010393
SL014071	SL010393
SL011510	SL006992
SL014093	SL006992
SL014129	SL006992
SL006803	SL005437
SL000088	SL005437
SL011772	SL005437
SL007024	SL005437
SL010491	SL010374
SL010492	SL010374
SL004781	SL010374
SL010500	SL010374
SL010616	SL010374
SL010529	SL010374
SL010521	SL010374
SL004869	SL010374
SL006917	SL010374
SL010515	SL010374
SL008122	SL010374
SL003711	SL010374
SL006913	SL010374
SL010528	SL010374
SL004823	SL010374
SL005679	SL010374
SL005372	SL010374
SL017611	SL010374
SL004757	SL010374
SL012188	SL010374
SL005588	SL010374
SL011211	SL010374
SL006268	SL010374
SL011768	SL010374
SL004812	SL010374
SL004940	SL010374
SL006998	SL010374
SL016549	SL010374
SL014469	SL010374
SL010516	SL010374
SL008193	SL000640
SL000537	SL000640
SL000493	SL006397
SL005209	SL006397
SL009045	SL005797
SL009341	SL004457
SL004938	SL004457
SL014093	SL004457
SL007250	SL000158
SL007560	SL000158
SL010490	SL000158
SL004636	SL000158
SL001797	SL000158
SL004845	SL000158
SL006805	SL000158
SL007471	SL000158
SL003919	SL000158
SL000481	SL000158
SL007022	SL000158
SL007752	SL000158
SL013570	SL000158
SL004908	SL000158
SL010519	SL000158
SL005361	SL000158
SL003524	SL000158
SL016566	SL000158
SL016567	SL000158
SL007207	SL010378
SL006777	SL010378
SL000271	SL010378
SL006119	SL010378
SL005102	SL010378
SL006528	SL010378
SL000357	SL003770
SL004400	SL003770
SL011629	SL010379
SL007207	SL010390
SL003187	SL010390
SL007423	SL010390
SL005231	SL010391
SL000125	SL004661
SL010463	SL006803
SL007024	SL006803
SL002505	SL006803
SL005087	SL006544
SL005084	SL006544
SL018548	SL007804
SL004858	SL000310
SL000308	SL000310
SL000316	SL000310
SL005195	SL000310
SL000588	SL010449
SL004908	SL010449
SL004125	SL008773
SL003304	SL008773
SL014070	SL008773
SL004482	SL008773
SL005210	SL008773
SL005214	SL008773
SL012457	SL010451
SL004739	SL010451
SL004160	SL010454
SL005703	SL010454
SL007680	SL010454
SL010466	SL007049
SL004008	SL010457
SL010466	SL010457
SL011405	SL010457
SL010460	SL010459
SL005764	SL008609
SL010463	SL010461
SL005508	SL010461
SL010505	SL010461
SL000517	SL010461
SL004349	SL010461
SL013988	SL010461
SL014130	SL010461
SL007560	SL006542
SL010490	SL006542
SL003919	SL006542
SL010519	SL006542
SL014470	SL006542
SL000550	SL004858
SL005488	SL004858
SL000316	SL004858
SL004739	SL004858
SL000280	SL004858
SL011628	SL004858
SL005195	SL004858
SL006892	SL010463
SL000089	SL010463
SL007531	SL010463
SL000517	SL010463
SL004349	SL010463
SL007024	SL010463
SL000470	SL010463
SL010464	SL004860
SL005574	SL004860
SL000617	SL004860
SL003304	SL004860
SL009400	SL005087
SL004914	SL005087
SL007237	SL005087
SL007336	SL005087
SL006892	SL007385
SL000638	SL007385
SL003171	SL007385
SL001999	SL007385
SL008590	SL007385
SL004805	SL010464
SL004125	SL010464
SL000249	SL010464
SL003304	SL010464
SL004482	SL010464
SL005214	SL010464
SL004635	SL007674
SL004298	SL007674
SL007145	SL007674
SL010468	SL010465
SL009412	SL010465
SL000124	SL010465
SL005115	SL010465
SL004556	SL010465
SL005703	SL010465
SL007680	SL010465
SL004871	SL010465
SL003166	SL010465
SL003200	SL004805
SL014070	SL004805
SL002654	SL004805
SL004482	SL004805
SL005214	SL004805
SL005231	SL004805
SL004008	SL004515
SL007327	SL004515
SL004511	SL004515
SL004714	SL004515
SL004648	SL004515
SL009412	SL010468
SL004556	SL010468
SL008414	SL010468
SL005703	SL010468
SL008728	SL010468
SL007680	SL010468
SL005230	SL010468
SL004871	SL010468
SL000124	SL010469
SL000622	SL001998
SL003187	SL007207
SL014092	SL007207
SL004160	SL007207
SL008178	SL007207
SL006528	SL007207
SL005183	SL007207
SL007680	SL007207
SL004353	SL006892
SL000517	SL006892
SL004349	SL006892
SL014130	SL006892
SL007024	SL006892
SL000617	SL005574
SL018548	SL000272
SL004908	SL010520
SL004781	SL002792
SL010500	SL002792
SL017188	SL002792
SL006917	SL002792
SL011528	SL002792
SL010927	SL002792
SL005629	SL002792
SL002650	SL002792
SL004484	SL002792
SL014735	SL002792
SL000553	SL002792
SL010516	SL002792
SL010492	SL010491
SL010521	SL010491
SL010493	SL010491
SL004869	SL010491
SL008122	SL010491
SL006913	SL010491
SL004823	SL010491
SL005679	SL010491
SL017611	SL010491
SL004757	SL010491
SL012188	SL010491
SL005588	SL010491
SL011211	SL010491
SL014469	SL010491
SL004781	SL010492
SL007228	SL010492
SL010521	SL010492
SL010493	SL010492
SL006917	SL010492
SL008122	SL010492
SL010528	SL010492
SL005679	SL010492
SL012188	SL010492
SL005588	SL010492
SL011211	SL010492
SL006998	SL010492
SL014469	SL010492
SL000587	SL004868
SL004068	SL010495
SL005161	SL010495
SL004908	SL010496
SL010523	SL003726
SL010512	SL010610
SL010500	SL004781
SL010521	SL004781
SL004869	SL004781
SL006917	SL004781
SL010515	SL004781
SL008122	SL004781
SL006913	SL004781
SL010528	SL004781
SL004823	SL004781
SL005679	SL004781
SL005687	SL004781
SL005372	SL004781
SL017611	SL004781
SL004757	SL004781
SL012188	SL004781
SL005588	SL004781
SL011211	SL004781
SL006998	SL004781
SL016549	SL004781
SL014469	SL004781
SL000553	SL004781
SL010516	SL004781
SL000070	SL006910
SL004367	SL010612
SL000535	SL010612
SL004708	SL010612
SL006119	SL006777
SL005102	SL006777
SL000587	SL004654
SL007747	SL010499
SL001999	SL010613
SL004340	SL007228
SL000517	SL007228
SL003687	SL007228
SL007024	SL007228
SL010521	SL010500
SL006917	SL010500
SL010515	SL010500
SL006913	SL010500
SL004823	SL010500
SL005679	SL010500
SL017611	SL010500
SL006998	SL010500
SL005793	SL010500
SL000553	SL010500
SL010516	SL010500
SL003703	SL010510
SL004120	SL010510
SL003930	SL010510
SL002803	SL010510
SL006675	SL010510
SL011769	SL000550
SL005202	SL000550
SL012457	SL000550
SL004739	SL000550
SL000433	SL000550
SL000280	SL000550
SL011628	SL000550
SL007025	SL000550
SL005195	SL000550
SL004605	SL010512
SL017614	SL007250
SL007560	SL007250
SL010490	SL007250
SL004636	SL007250
SL006805	SL007250
SL010467	SL007250
SL007752	SL007250
SL013570	SL007250
SL010519	SL007250
SL011508	SL007250
SL012754	SL007250
SL005212	SL007250
SL016553	SL007250
SL016567	SL007250
SL003520	SL007250
SL003703	SL000565
SL010529	SL010616
SL010513	SL010616
SL010515	SL010616
SL011073	SL010616
SL003711	SL010616
SL006913	SL010616
SL010528	SL010616
SL004823	SL010616
SL005679	SL010616
SL005372	SL010616
SL008143	SL010616
SL004757	SL010616
SL012188	SL010616
SL005588	SL010616
SL011211	SL010616
SL004921	SL010616
SL006268	SL010616
SL006705	SL010616
SL003655	SL010616
SL004812	SL010616
SL004940	SL010616
SL004070	SL010616
SL003643	SL010616
SL013240	SL010616
SL005846	SL010616
SL010490	SL007560
SL004636	SL007560
SL004845	SL007560
SL010376	SL007560
SL006805	SL007560
SL008588	SL007560
SL018625	SL007560
SL007471	SL007560
SL003919	SL007560
SL000481	SL007560
SL007752	SL007560
SL013570	SL007560
SL010519	SL007560
SL011508	SL007560
SL004253	SL007560
SL007869	SL007560
SL003524	SL007560
SL012754	SL007560
SL001737	SL007560
SL016566	SL007560
SL016567	SL007560
SL010488	SL007560
SL014470	SL007560
SL007295	SL007560
SL003690	SL007560
SL003171	SL007747
SL010521	SL010529
SL004869	SL010529
SL010528	SL010529
SL005679	SL010529
SL012188	SL010529
SL005588	SL010529
SL011211	SL010529
SL006268	SL010529
SL006998	SL010529
SL013240	SL010529
SL014469	SL010529
SL000408	SL000104
SL000089	SL000104
SL004864	SL000104
SL005630	SL000104
SL000517	SL000104
SL004120	SL003703
SL007620	SL003703
SL004492	SL003703
SL000321	SL003703
SL003930	SL003703
SL008933	SL003703
SL002803	SL003703
SL003653	SL003703
SL006629	SL003703
SL005222	SL003703
SL003717	SL003703
SL006675	SL003703
SL004331	SL006374
SL005493	SL006374
SL010458	SL004660
SL004869	SL010521
SL006917	SL010521
SL008122	SL010521
SL003711	SL010521
SL006913	SL010521
SL010528	SL010521
SL004823	SL010521
SL005679	SL010521
SL005372	SL010521
SL017611	SL010521
SL004757	SL010521
SL012188	SL010521
SL005588	SL010521
SL011211	SL010521
SL006268	SL010521
SL013488	SL010521
SL006998	SL010521
SL013240	SL010521
SL005221	SL010521
SL005793	SL010521
SL014469	SL010521
SL001797	SL010490
SL010517	SL010490
SL003919	SL010490
SL011532	SL010490
SL010519	SL010490
SL005361	SL010490
SL004737	SL010490
SL004849	SL010490
SL005212	SL010490
SL014470	SL010490
SL004869	SL010493
SL008122	SL010493
SL005679	SL010493
SL017611	SL010493
SL005588	SL010493
SL008122	SL004869
SL003711	SL004869
SL006913	SL004869
SL010528	SL004869
SL004823	SL004869
SL005679	SL004869
SL005372	SL004869
SL004757	SL004869
SL012188	SL004869
SL005588	SL004869
SL011211	SL004869
SL006268	SL004869
SL011768	SL004869
SL013488	SL004869
SL006998	SL004869
SL013240	SL004869
SL005793	SL004869
SL014469	SL004869
SL014288	SL004635
SL004131	SL004635
SL012108	SL010494
SL011528	SL005250
SL000247	SL005250
SL009791	SL005250
SL014009	SL005250
SL003186	SL007324
SL004331	SL010498
SL005184	SL010498
SL010348	SL010349
SL000426	SL010349
SL000308	SL010349
SL011628	SL010349
SL005195	SL010349
SL000426	SL010348
SL005195	SL010348
SL004865	SL004636
SL011049	SL004636
SL004845	SL004636
SL008909	SL004636
SL011069	SL004636
SL010376	SL004636
SL006805	SL004636
SL004804	SL004636
SL005491	SL004636
SL010530	SL004636
SL000566	SL004636
SL010381	SL004636
SL018625	SL004636
SL004720	SL004636
SL007471	SL004636
SL003919	SL004636
SL000481	SL004636
SL007752	SL004636
SL013570	SL004636
SL010519	SL004636
SL004253	SL004636
SL007869	SL004636
SL003524	SL004636
SL007871	SL004636
SL005730	SL004636
SL016566	SL004636
SL016555	SL004636
SL016567	SL004636
SL010488	SL004636
SL014470	SL004636
SL003520	SL004636
SL007295	SL004636
SL003690	SL004636
SL002654	SL009324
SL008380	SL009324
SL004556	SL009324
SL008414	SL009324
SL005230	SL009324
SL004871	SL009324
SL003183	SL004298
SL000247	SL017188
SL002650	SL017188
SL008331	SL017188
SL005034	SL017188
SL011202	SL017188
SL009791	SL017188
SL004296	SL017188
SL005694	SL017188
SL006705	SL000039
SL000087	SL000039
SL000516	SL000039
SL001945	SL004125
SL003304	SL004125
SL004482	SL004125
SL005210	SL004125
SL005214	SL004125
SL000051	SL004876
SL004742	SL004876
SL010517	SL001797
SL007059	SL001797
SL004720	SL001797
SL011532	SL001797
SL010519	SL001797
SL005361	SL001797
SL004849	SL001797
SL005174	SL001797
SL005212	SL001797
SL005730	SL001797
SL010928	SL001797
SL003711	SL006917
SL006913	SL006917
SL004823	SL006917
SL005679	SL006917
SL017611	SL006917
SL011211	SL006917
SL006088	SL006917
SL006998	SL006917
SL016549	SL006917
SL005793	SL006917
SL000553	SL006917
SL010516	SL006917
SL000124	SL005084
SL013490	SL005084
SL004080	SL009089
SL010515	SL010513
SL011073	SL010513
SL003711	SL010513
SL010528	SL010513
SL008143	SL010513
SL004757	SL010513
SL004921	SL010513
SL003655	SL010513
SL004812	SL010513
SL016550	SL010513
SL000553	SL010513
SL011073	SL010515
SL010528	SL010515
SL004823	SL010515
SL005679	SL010515
SL011549	SL010515
SL008143	SL010515
SL004757	SL010515
SL011211	SL010515
SL004921	SL010515
SL006268	SL010515
SL011535	SL010515
SL003655	SL010515
SL004812	SL010515
SL004940	SL010515
SL004484	SL010515
SL006998	SL010515
SL006920	SL010515
SL004853	SL010515
SL004891	SL010515
SL004849	SL010517
SL005212	SL010517
SL005225	SL000582
SL004865	SL000582
SL011049	SL000582
SL008909	SL000582
SL011069	SL000582
SL014029	SL000582
SL007871	SL000582
SL004925	SL000582
SL002522	SL000582
SL011498	SL005225
SL004925	SL005225
SL002522	SL005225
SL000542	SL008122
SL006913	SL008122
SL010528	SL008122
SL004823	SL008122
SL005679	SL008122
SL017611	SL008122
SL004757	SL008122
SL012188	SL008122
SL005588	SL008122
SL011211	SL008122
SL006268	SL008122
SL011768	SL008122
SL013488	SL008122
SL006998	SL008122
SL006091	SL008122
SL014469	SL008122
SL003711	SL011073
SL004921	SL011073
SL003655	SL011073
SL004812	SL011073
SL004940	SL011073
SL013240	SL011073
SL018548	SL000271
SL008865	SL000271
SL006119	SL000271
SL003930	SL000271
SL002803	SL000271
SL000510	SL000283
SL011769	SL000299
SL000523	SL000299
SL004867	SL000342
SL008102	SL000342
SL004919	SL000342
SL008157	SL000342
SL011709	SL000342
SL007003	SL000342
SL004334	SL000342
SL010830	SL000342
SL000836	SL000342
SL004866	SL000342
SL009792	SL000342
SL016550	SL000342
SL005493	SL004331
SL005184	SL004331
SL000089	SL000408
SL004864	SL000408
SL000517	SL000408
SL004349	SL000408
SL007024	SL000408
SL001713	SL004335
SL000089	SL001713
SL003990	SL004350
SL000483	SL004350
SL005161	SL004350
SL011528	SL003179
SL000539	SL003179
SL014009	SL003179
SL004891	SL003179
SL000601	SL004536
SL000508	SL000507
SL003196	SL003187
SL005183	SL003187
SL007327	SL004008
SL004511	SL004008
SL018548	SL004008
SL004484	SL004008
SL004714	SL004008
SL004208	SL004008
SL008099	SL004008
SL004853	SL004008
SL014735	SL004008
SL000401	SL004008
SL004648	SL004008
SL004864	SL000089
SL000517	SL000089
SL001999	SL000089
SL004349	SL000089
SL007024	SL000089
SL006919	SL000615
SL003753	SL003862
SL000537	SL004367
SL000535	SL004367
SL004708	SL004367
SL009341	SL000249
SL008808	SL005392
SL007640	SL009341
SL008588	SL009341
SL010518	SL009341
SL010466	SL009341
SL011508	SL009341
SL016553	SL009341
SL007640	SL007056
SL010518	SL007056
SL010466	SL007056
SL004938	SL007056
SL008808	SL007056
SL006830	SL000311
SL011049	SL004865
SL004845	SL004865
SL008909	SL004865
SL011069	SL004865
SL010376	SL004865
SL006805	SL004865
SL004804	SL004865
SL005491	SL004865
SL010530	SL004865
SL000566	SL004865
SL010381	SL004865
SL018625	SL004865
SL004720	SL004865
SL007471	SL004865
SL003919	SL004865
SL000481	SL004865
SL013570	SL004865
SL011508	SL004865
SL011498	SL004865
SL004253	SL004865
SL007869	SL004865
SL012754	SL004865
SL007871	SL004865
SL001737	SL004865
SL005730	SL004865
SL016566	SL004865
SL016555	SL004865
SL016567	SL004865
SL010488	SL004865
SL014470	SL004865
SL003520	SL004865
SL007295	SL004865
SL003690	SL004865
SL008916	SL010489
SL004605	SL010489
SL008177	SL010489
SL010528	SL003711
SL004823	SL003711
SL005679	SL003711
SL005372	SL003711
SL017611	SL003711
SL011211	SL003711
SL004921	SL003711
SL006268	SL003711
SL006088	SL003711
SL003655	SL003711
SL004812	SL003711
SL005793	SL003711
SL000553	SL003711
SL003764	SL008936
SL004160	SL008936
SL007680	SL008936
SL010462	SL007640
SL010518	SL007640
SL007531	SL007640
SL010466	SL007640
SL004938	SL007640
SL008808	SL007640
SL004845	SL011049
SL008909	SL011049
SL011069	SL011049
SL010376	SL011049
SL006805	SL011049
SL004804	SL011049
SL005491	SL011049
SL010530	SL011049
SL000566	SL011049
SL010381	SL011049
SL018625	SL011049
SL004720	SL011049
SL007471	SL011049
SL003919	SL011049
SL000481	SL011049
SL013570	SL011049
SL004253	SL011049
SL007869	SL011049
SL012754	SL011049
SL007871	SL011049
SL005730	SL011049
SL016566	SL011049
SL016555	SL011049
SL010488	SL011049
SL014470	SL011049
SL007295	SL011049
SL003690	SL011049
SL003930	SL004120
SL002803	SL004120
SL005222	SL004120
SL006675	SL004120
SL010384	SL004120
SL000124	SL009412
SL004556	SL009412
SL005703	SL009412
SL007059	SL008916
SL003974	SL008916
SL004605	SL008916
SL008176	SL008916
SL008909	SL004845
SL011069	SL004845
SL010376	SL004845
SL006805	SL004845
SL004804	SL004845
SL005491	SL004845
SL010530	SL004845
SL010381	SL004845
SL018625	SL004845
SL004720	SL004845
SL007471	SL004845
SL003919	SL004845
SL000481	SL004845
SL013570	SL004845
SL010519	SL004845
SL011508	SL004845
SL004253	SL004845
SL007869	SL004845
SL003524	SL004845
SL012754	SL004845
SL007871	SL004845
SL005730	SL004845
SL016566	SL004845
SL016555	SL004845
SL010488	SL004845
SL014470	SL004845
SL007295	SL004845
SL003690	SL004845
SL010466	SL010462
SL011069	SL008909
SL004804	SL008909
SL005491	SL008909
SL010530	SL008909
SL010381	SL008909
SL018625	SL008909
SL004720	SL008909
SL007471	SL008909
SL003919	SL008909
SL000481	SL008909
SL013570	SL008909
SL004253	SL008909
SL007869	SL008909
SL007871	SL008909
SL005730	SL008909
SL016566	SL008909
SL016555	SL008909
SL010488	SL008909
SL014470	SL008909
SL007295	SL008909
SL003690	SL008909
SL004814	SL007059
SL005675	SL007059
SL008177	SL007059
SL003930	SL007059
SL001973	SL007059
SL003653	SL007059
SL005174	SL007059
SL009790	SL007059
SL006805	SL011069
SL004804	SL011069
SL005491	SL011069
SL010530	SL011069
SL010381	SL011069
SL004720	SL011069
SL007471	SL011069
SL003919	SL011069
SL000481	SL011069
SL013570	SL011069
SL007869	SL011069
SL007871	SL011069
SL005730	SL011069
SL016566	SL011069
SL016555	SL011069
SL010488	SL011069
SL014470	SL011069
SL004671	SL011069
SL007295	SL011069
SL006805	SL010376
SL004804	SL010376
SL010530	SL010376
SL000566	SL010376
SL018625	SL010376
SL007471	SL010376
SL003919	SL010376
SL000481	SL010376
SL007752	SL010376
SL013570	SL010376
SL011508	SL010376
SL011498	SL010376
SL004253	SL010376
SL007869	SL010376
SL012754	SL010376
SL007871	SL010376
SL001737	SL010376
SL016566	SL010376
SL016555	SL010376
SL016553	SL010376
SL016567	SL010376
SL010488	SL010376
SL014470	SL010376
SL003520	SL010376
SL007295	SL010376
SL003690	SL010376
SL004804	SL006805
SL005491	SL006805
SL010530	SL006805
SL000566	SL006805
SL010381	SL006805
SL018625	SL006805
SL004720	SL006805
SL007471	SL006805
SL003919	SL006805
SL000481	SL006805
SL007752	SL006805
SL013570	SL006805
SL010519	SL006805
SL011508	SL006805
SL011498	SL006805
SL004253	SL006805
SL007869	SL006805
SL003524	SL006805
SL012754	SL006805
SL007871	SL006805
SL001737	SL006805
SL016566	SL006805
SL016555	SL006805
SL016553	SL006805
SL016567	SL006805
SL010488	SL006805
SL014470	SL006805
SL003520	SL006805
SL007295	SL006805
SL003690	SL006805
SL005491	SL004804
SL010530	SL004804
SL000566	SL004804
SL010381	SL004804
SL018625	SL004804
SL004720	SL004804
SL007471	SL004804
SL000481	SL004804
SL007752	SL004804
SL013570	SL004804
SL011498	SL004804
SL004253	SL004804
SL007869	SL004804
SL012754	SL004804
SL007871	SL004804
SL016566	SL004804
SL016567	SL004804
SL010488	SL004804
SL014470	SL004804
SL003520	SL004804
SL007295	SL004804
SL003690	SL004804
SL010381	SL005491
SL004720	SL005491
SL007471	SL005491
SL003919	SL005491
SL000481	SL005491
SL013570	SL005491
SL007869	SL005491
SL007871	SL005491
SL005730	SL005491
SL016566	SL005491
SL016555	SL005491
SL016567	SL005491
SL010488	SL005491
SL014470	SL005491
SL004671	SL005491
SL007295	SL005491
SL003690	SL005491
SL010381	SL010530
SL018625	SL010530
SL004720	SL010530
SL007471	SL010530
SL000481	SL010530
SL007752	SL010530
SL013570	SL010530
SL011508	SL010530
SL004253	SL010530
SL007869	SL010530
SL012754	SL010530
SL007871	SL010530
SL001737	SL010530
SL016566	SL010530
SL016567	SL010530
SL010488	SL010530
SL014470	SL010530
SL003520	SL010530
SL007295	SL010530
SL003690	SL010530
SL004511	SL007327
SL004714	SL007327
SL000401	SL007327
SL004648	SL007327
SL018625	SL000566
SL007471	SL000566
SL007752	SL000566
SL013570	SL000566
SL001896	SL000566
SL004253	SL000566
SL007869	SL000566
SL012754	SL000566
SL007871	SL000566
SL001737	SL000566
SL003440	SL000566
SL016566	SL000566
SL016567	SL000566
SL010488	SL000566
SL007295	SL000566
SL003690	SL000566
SL007752	SL008588
SL011508	SL008588
SL012754	SL008588
SL001737	SL008588
SL016553	SL008588
SL016567	SL008588
SL004720	SL010381
SL007471	SL010381
SL003919	SL010381
SL000481	SL010381
SL013570	SL010381
SL007869	SL010381
SL007871	SL010381
SL005730	SL010381
SL016566	SL010381
SL010488	SL010381
SL014470	SL010381
SL007295	SL010381
SL010466	SL010518
SL004938	SL010518
SL011405	SL010518
SL004720	SL018625
SL007471	SL018625
SL000481	SL018625
SL007752	SL018625
SL013570	SL018625
SL011508	SL018625
SL004253	SL018625
SL007869	SL018625
SL012754	SL018625
SL007871	SL018625
SL016566	SL018625
SL016553	SL018625
SL016567	SL018625
SL010488	SL018625
SL014470	SL018625
SL003520	SL018625
SL007295	SL018625
SL003690	SL018625
SL010466	SL007531
SL000517	SL007531
SL002093	SL004864
SL007471	SL004720
SL003919	SL004720
SL000481	SL004720
SL013570	SL004720
SL004253	SL004720
SL007869	SL004720
SL003524	SL004720
SL007871	SL004720
SL005730	SL004720
SL016566	SL004720
SL016567	SL004720
SL010488	SL004720
SL014470	SL004720
SL007295	SL004720
SL003919	SL007471
SL000481	SL007471
SL007752	SL007471
SL013570	SL007471
SL011508	SL007471
SL004253	SL007471
SL007869	SL007471
SL012754	SL007471
SL007871	SL007471
SL001737	SL007471
SL005730	SL007471
SL016566	SL007471
SL016555	SL007471
SL016567	SL007471
SL010488	SL007471
SL014470	SL007471
SL003520	SL007471
SL007295	SL007471
SL003690	SL007471
SL000481	SL003919
SL013570	SL003919
SL004908	SL003919
SL010519	SL003919
SL011508	SL003919
SL004253	SL003919
SL005361	SL003919
SL007869	SL003919
SL007871	SL003919
SL005730	SL003919
SL016566	SL003919
SL016567	SL003919
SL010488	SL003919
SL007295	SL003919
SL006132	SL004580
SL011498	SL004580
SL000479	SL004580
SL007774	SL004580
SL004938	SL010466
SL009628	SL010466
SL008808	SL010466
SL005214	SL010466
SL011405	SL010466
SL004857	SL000467
SL004791	SL000467
SL008309	SL000467
SL000346	SL000254
SL000268	SL000252
SL005703	SL000252
SL008865	SL000617
SL000541	SL000268
SL000586	SL000268
SL004594	SL000382
SL011510	SL000306
SL011708	SL000306
SL008190	SL000306
SL011510	SL003970
SL011499	SL011509
SL005197	SL000570
SL014029	SL011510
SL000597	SL011510
SL000601	SL011448
SL007181	SL000346
SL012188	SL000542
SL013488	SL000542
SL006460	SL000542
SL005221	SL000542
SL014469	SL000542
SL000401	SL000542
SL000558	SL000542
SL004648	SL000542
SL013570	SL000481
SL004253	SL000481
SL007869	SL000481
SL012754	SL000481
SL007871	SL000481
SL005730	SL000481
SL016566	SL000481
SL016567	SL000481
SL010488	SL000481
SL014470	SL000481
SL007295	SL000481
SL003690	SL000481
SL007024	SL000645
SL004484	SL000027
SL004482	SL003200
SL004366	SL004642
SL009202	SL000638
SL014130	SL005508
SL008102	SL004867
SL000836	SL004867
SL004866	SL004867
SL007358	SL007888
SL014294	SL007888
SL008516	SL008382
SL010456	SL008382
SL004871	SL004844
SL007195	SL003990
SL004823	SL006913
SL005679	SL006913
SL012188	SL006913
SL005588	SL006913
SL011211	SL006913
SL013488	SL006913
SL006998	SL006913
SL014469	SL006913
SL010516	SL006913
SL000339	SL010504
SL008835	SL011071
SL004852	SL011071
SL006921	SL010467
SL000280	SL004492
SL003930	SL004492
SL002803	SL004492
SL006675	SL004492
SL004823	SL010528
SL005679	SL010528
SL008143	SL010528
SL004757	SL010528
SL012188	SL010528
SL005588	SL010528
SL011211	SL010528
SL004921	SL010528
SL006268	SL010528
SL003655	SL010528
SL004812	SL010528
SL006998	SL010528
SL004070	SL010528
SL013240	SL010528
SL014469	SL010528
SL000674	SL011629
SL014071	SL011629
SL005201	SL011629
SL007025	SL011629
SL005679	SL004823
SL011549	SL004823
SL005372	SL004823
SL008143	SL004823
SL017611	SL004823
SL004757	SL004823
SL012188	SL004823
SL005588	SL004823
SL011211	SL004823
SL006268	SL004823
SL004812	SL004823
SL004940	SL004823
SL013488	SL004823
SL006998	SL004823
SL004070	SL004823
SL003643	SL004823
SL013240	SL004823
SL005846	SL004823
SL005793	SL004823
SL014469	SL004823
SL005361	SL011532
SL005201	SL011532
SL007025	SL011532
SL004849	SL011532
SL005174	SL011532
SL005212	SL011532
SL009790	SL011532
SL000247	SL003785
SL002650	SL003785
SL008331	SL003785
SL005034	SL003785
SL009791	SL003785
SL004837	SL000449
SL008590	SL000449
SL008157	SL008102
SL011709	SL008102
SL008039	SL008102
SL003655	SL008102
SL004812	SL008102
SL016550	SL008102
SL011630	SL011631
SL009628	SL011631
SL005187	SL011631
SL005630	SL004919
SL006919	SL004919
SL008157	SL004919
SL011709	SL004919
SL007003	SL004919
SL004334	SL004919
SL010830	SL004919
SL000836	SL004919
SL004866	SL004919
SL005694	SL004919
SL009792	SL004919
SL016550	SL004919
SL011533	SL008063
SL010927	SL008063
SL008331	SL008063
SL011202	SL008063
SL008865	SL010973
SL011529	SL005630
SL008157	SL005630
SL005685	SL005630
SL011709	SL005630
SL004837	SL005630
SL007003	SL005630
SL004334	SL005630
SL014308	SL005630
SL010830	SL005630
SL016550	SL005630
SL011535	SL011528
SL004484	SL011528
SL009791	SL011528
SL014009	SL011528
SL009868	SL011528
SL014735	SL011528
SL004891	SL011528
SL011630	SL006919
SL008157	SL006919
SL011232	SL006919
SL005685	SL006919
SL011709	SL006919
SL004837	SL006919
SL007003	SL006919
SL004334	SL006919
SL014308	SL006919
SL004348	SL006919
SL004866	SL006919
SL008157	SL011529
SL005685	SL011529
SL005687	SL011529
SL010927	SL011529
SL011709	SL011529
SL008143	SL011529
SL011202	SL011529
SL004334	SL011529
SL011709	SL011630
SL007003	SL011630
SL000247	SL011533
SL003658	SL011533
SL008331	SL011533
SL005034	SL011533
SL011202	SL011533
SL004296	SL011533
SL010250	SL011533
SL005372	SL005679
SL008143	SL005679
SL017611	SL005679
SL004757	SL005679
SL012188	SL005679
SL005588	SL005679
SL011211	SL005679
SL004921	SL005679
SL006268	SL005679
SL011768	SL005679
SL003655	SL005679
SL004812	SL005679
SL004940	SL005679
SL013488	SL005679
SL006998	SL005679
SL004070	SL005679
SL013240	SL005679
SL004853	SL005679
SL014469	SL005679
SL010516	SL005679
SL004908	SL000588
SL005685	SL008157
